,Cleaned_Text,vader,compound,Vader_Sentiment_Type
10872,they can not be our if 2 3 of us are therefore high probability we do not like men aside i remember half a year ago when people were talking about who would you date in and the consensus was just none of them 💀,"{'neg': 0.0, 'neu': 0.949, 'pos': 0.051, 'compound': 0.3612}",0.3612,POSITIVE
10873,then why is same sex marriage never condemned in scripture even one time and why are there only 3 of homosexuality condemned none of which have anything to do with people,"{'neg': 0.082, 'neu': 0.85, 'pos': 0.068, 'compound': -0.1265}",-0.1265,NEGATIVE
10874,the more is exposed to the public the more young join this kind of sexuality i think it should be in the while the normal heterosexual way will not spread fatal as much,"{'neg': 0.035, 'neu': 0.798, 'pos': 0.167, 'compound': 0.7172}",0.7172,POSITIVE
10875,this video is so sorry wrestling will always be gay to me,"{'neg': 0.116, 'neu': 0.884, 'pos': 0.0, 'compound': -0.1477}",-0.1477,NEGATIVE
10876,people really need to take the time to read and reflect on why it is the community not and to be honest there is never an excuse to be even when i did not understand it i would still defend them for who they are,"{'neg': 0.028, 'neu': 0.972, 'pos': 0.0, 'compound': -0.0572}",-0.0572,NEGATIVE
10877,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10878,el lobby,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.0258}",0.0258,POSITIVE
10879,i am and asexual and show autistic 👀,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10880,a book about futuristic that travel the world looking for treasure in abandoned due to climate change make it if this is ever written can i have 10 % thanks,"{'neg': 0.081, 'neu': 0.782, 'pos': 0.137, 'compound': 0.2732}",0.2732,POSITIVE
10881,what to the family of these if they are or self,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.5574}",-0.5574,NEGATIVE
10882,they added and the whole thing went to,"{'neg': 0.247, 'neu': 0.753, 'pos': 0.0, 'compound': -0.5574}",-0.5574,NEGATIVE
10883,as an every single country is anti-lgbt that is just how it is here do i like it no most people living here do not but that is just how the elderly and the government are does that mean are not to touch that country,"{'neg': 0.0, 'neu': 0.963, 'pos': 0.037, 'compound': 0.1901}",0.1901,POSITIVE
10884,most song for the past week give it a spin is it a hit or is it or maybe a little bit of both,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10885,actually you are the same person who equal sex and that all people are why am i even trying to ask how you make such wild ass,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.5423}",-0.5423,NEGATIVE
10886,we can not pretend the two sides are the same are straight up telling everyone that they hate people i mean supporting these free what kind of demented individual do you have to be to support something like that,"{'neg': 0.108, 'neu': 0.635, 'pos': 0.257, 'compound': 0.7576}",0.7576,POSITIVE
10887,just wait until they start trying to educate the on plus 100 plus and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10888,pride month as i see you really to it,"{'neg': 0.0, 'neu': 0.697, 'pos': 0.303, 'compound': 0.5849}",0.5849,POSITIVE
10889,just because you had a difficult time to a female does not mean you have to be bitter towards the community,"{'neg': 0.209, 'neu': 0.791, 'pos': 0.0, 'compound': -0.6486}",-0.6486,NEGATIVE
10890,commonwealth anti-lgbt at opening ceremony,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2263}",-0.2263,NEGATIVE
10891,it had great representation in persona 2 for the most part and gotten worse and worse over time in the recent it is basically just there to be made fun of or used for without actually giving it nuance,"{'neg': 0.156, 'neu': 0.703, 'pos': 0.141, 'compound': 0.0423}",0.0423,POSITIVE
10892,if you believe it is only in the community i have some cheap ocean front for sale,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10893,really question the oppression that they unknowingly put on such as have cap question the dream and give own interpretation of it,"{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.25}",0.25,POSITIVE
10894,feeling very right now,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.128}",0.128,POSITIVE
10895,3 community - while i am not a part of that community i have a couple of that respect me regardless of what my and are love and respect as well as is more important to me than anything else,"{'neg': 0.0, 'neu': 0.651, 'pos': 0.349, 'compound': 0.9606}",0.9606,POSITIVE
10896,i do not see anything about in there,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10897,so this opinion had all the plus one or two of the side with the people to protect sexual orientation under federal law it is literally a,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.8519}",0.8519,POSITIVE
10898,i read an interview with of the community that are really against drag at them the whole community is kind of ticked,"{'neg': 0.193, 'neu': 0.807, 'pos': 0.0, 'compound': -0.7156}",-0.7156,NEGATIVE
10899,note how subtly to commit to text any direct critique of or the state s treatment of despite as an advocate on behalf of a more cynical person might suspect him of only about optics,"{'neg': 0.105, 'neu': 0.784, 'pos': 0.111, 'compound': 0.079}",0.079,POSITIVE
10900,it me hard after reading s about 15 y o remove their healthy breast just to be a man does not it to you it sure disturbing to me,"{'neg': 0.15, 'neu': 0.732, 'pos': 0.118, 'compound': -0.0941}",-0.0941,NEGATIVE
10901,so are we just this completely making fun of the community or what,"{'neg': 0.133, 'neu': 0.69, 'pos': 0.176, 'compound': 0.2212}",0.2212,POSITIVE
10902,i went through a long period where i was relatively respectful to but recent regarding abortion and other have me to realize does not deserve glove treatment,"{'neg': 0.0, 'neu': 0.943, 'pos': 0.057, 'compound': 0.25}",0.25,POSITIVE
10903,latest article from - golden time of day - by smooth jazz all -,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10904,why does want to be able to discriminate against teens is that part of his faith,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.4767}",0.4767,POSITIVE
10905,she won 40 % of the lawsuit and 0 % against the actual charity stonewall because she a bit of money from that 40 % the claim is that she won,"{'neg': 0.049, 'neu': 0.677, 'pos': 0.273, 'compound': 0.8622}",0.8622,POSITIVE
10906,watching pound and my little pony and then this angry little man up after the vine boom,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.596}",-0.596,NEGATIVE
10907,live now crazy fun times live on twitch now,"{'neg': 0.386, 'neu': 0.417, 'pos': 0.197, 'compound': -0.4912}",-0.4912,NEGATIVE
10908,i love how gen who watched joe and he man complain about indoctrination in media at - specifically when it comes to plus like dude he man was gay as hell and you are not i watched tales growing up cartoon indoctrination clearly does not work,"{'neg': 0.111, 'neu': 0.672, 'pos': 0.217, 'compound': 0.7003}",0.7003,POSITIVE
10909,why is the media so on the aspect of this they want you to gay bash no one gave a before they pushing this i recommend we not give a now too remember they are lying to us and want to depopulate us all,"{'neg': 0.152, 'neu': 0.66, 'pos': 0.188, 'compound': 0.0491}",0.0491,POSITIVE
10910,henry,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10911,you are missing the point they want to to use the and be all look at me that is fine but that should not have the same as genuine and non binary people just trying to live their best as an equal part of the community,"{'neg': 0.103, 'neu': 0.764, 'pos': 0.133, 'compound': 0.2144}",0.2144,POSITIVE
10912,someone for whatever reason used that at some protest in the us i bet they thought it was some new sexual minority flag w some new or something,"{'neg': 0.058, 'neu': 0.811, 'pos': 0.131, 'compound': 0.5461}",0.5461,POSITIVE
10913,lurk-a-thon 10 current viewer average 2 56 path to affiliate new goal 88 100 say hi introduce yourself enjoy your stay plus friendly day,"{'neg': 0.0, 'neu': 0.752, 'pos': 0.248, 'compound': 0.8209}",0.8209,POSITIVE
10914,so you are saying you do not care about protecting the community so you can punish joe you are so cruel,"{'neg': 0.402, 'neu': 0.598, 'pos': 0.0, 'compound': -0.9091}",-0.9091,NEGATIVE
10915,hey dingbat community had nothing to do with this and did not ask for their symbolism you can not blame them for marketing gone very wrong,"{'neg': 0.119, 'neu': 0.809, 'pos': 0.072, 'compound': -0.3307}",-0.3307,NEGATIVE
10916,🎉happy it is already been a week since we r giveaway of a autograph have you yet just follow share this post subscribe 2 are newsletter by 1,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.636}",0.636,POSITIVE
10917,yes you gave a good person more money than a killer but you still gave money to a killer personally i am on side but you need to those that are not are to their opinion especially if they are people and are directly affected by s 2 2,"{'neg': 0.203, 'neu': 0.736, 'pos': 0.061, 'compound': -0.8727}",-0.8727,NEGATIVE
10918,3 community i feel like i can talk more confidently about plus identity more than about community since i am not a activist that said like any group simply want to go about our business and not get for it,"{'neg': 0.034, 'neu': 0.717, 'pos': 0.249, 'compound': 0.8859}",0.8859,POSITIVE
10919,the difference between and like nobody ’ s business,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.3612,POSITIVE
10920,so if does not enact your on gender and sexuality on the entire he statutorily can not do then the state does not get the money like is holding % 2qqñ plus community hostage,"{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.3612}",0.3612,POSITIVE
10921,well now he so now we see he is i think you just really do not like people your media and i think that you do not care about the well-being of this minority group and probably find them 👋🏻,"{'neg': 0.048, 'neu': 0.804, 'pos': 0.148, 'compound': 0.6652}",0.6652,POSITIVE
10922,please support our new channel where we call out the community for being silent thank you not all are silent,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.8038}",0.8038,POSITIVE
10923,it he is,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10924,actually it and the people going church lady here are the exact people who like at the expense of and people,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.5423}",0.5423,POSITIVE
10925,[ 18 plus ] terrestrial - expedition a fresh look at in space 81 days,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.636}",0.636,POSITIVE
10926,well historically people are always the 1st people throw under the bus,"{'neg': 0.113, 'neu': 0.755, 'pos': 0.132, 'compound': 0.0772}",0.0772,POSITIVE
10927,please support our new channel where we call out the community for being silent thank you not all are silent,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.8038}",0.8038,POSITIVE
10928,is this the anthem,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10929,i do not know nun bout you or you are seek the lord🙏🏿inshallah,"{'neg': 0.075, 'neu': 0.856, 'pos': 0.07, 'compound': -0.0258}",-0.0258,NEGATIVE
10930,patria to ban of fashion week which in,"{'neg': 0.196, 'neu': 0.652, 'pos': 0.152, 'compound': -0.2023}",-0.2023,NEGATIVE
10931,court said material in was of the devil and had no place in professional sport she never said are the work of the devil she said homosexuality is a sin as is adultery why lie about what she said,"{'neg': 0.263, 'neu': 0.737, 'pos': 0.0, 'compound': -0.9393}",-0.9393,NEGATIVE
10932,to do not say 1 in 5 in the united have a relative with gay plus inclination we are 360m into 37m these 18 20m of the community must vote democrat to reject hate,"{'neg': 0.17, 'neu': 0.776, 'pos': 0.054, 'compound': -0.7871}",-0.7871,NEGATIVE
10933,i am rolling with the,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10934,michigan supreme court discrimination barred under law via,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.5574}",0.5574,POSITIVE
10935,is going to be an excellent city attorney she is a long-time supporter of the community and absolutely needs more in leadership she what it to be a successful city attorney she support,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.9062}",0.9062,POSITIVE
10936,and the to the very long list of with rep that gotten,"{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.25}",-0.25,NEGATIVE
10937,i sense that he would not be featured really anywhere if he did not have a super main role if they ever do a spotlight on the plus he will be there 😌,"{'neg': 0.0, 'neu': 0.829, 'pos': 0.171, 'compound': 0.7777}",0.7777,POSITIVE
10938,hi just in here to say that as a queer person while did donate a ton to it does not take away the fact he also donated to anti people too it is like if you gave a good person $ 10000 and gave a murderer $ 5000 1,"{'neg': 0.114, 'neu': 0.744, 'pos': 0.142, 'compound': 0.1779}",0.1779,POSITIVE
10939,please support our new channel where we call out the community for being silent thank you against,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.8038}",0.8038,POSITIVE
10940,a great gift for everyone who grab a copy of the unicorn the mystery now available where are sold,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.8934}",0.8934,POSITIVE
10941,wait but i was told is a bad guy for thinking was a disease,"{'neg': 0.229, 'neu': 0.771, 'pos': 0.0, 'compound': -0.6956}",-0.6956,NEGATIVE
10942,persona wise unless you,"{'neg': 0.187, 'neu': 0.373, 'pos': 0.44, 'compound': 0.5267}",0.5267,POSITIVE
10943,we would be alright our military is full mode 🤷🏽‍♂️😂,"{'neg': 0.069, 'neu': 0.722, 'pos': 0.209, 'compound': 0.5994}",0.5994,POSITIVE
10944,the agenda as a bigger problem than the rampant racism within their will always be laughable to me,"{'neg': 0.243, 'neu': 0.714, 'pos': 0.043, 'compound': -0.765}",-0.765,NEGATIVE
10945,please support our new channel where we call out the community for being silent on and thank you,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.8038}",0.8038,POSITIVE
10946,why have not we seen another prominent film about black people — hell any ethnic people — since moonlight ’ s resounding success in 2017 why have not we seen any substantive increase in indigenous since ’ s amazing performance plus nomination in 2019,"{'neg': 0.087, 'neu': 0.683, 'pos': 0.23, 'compound': 0.7579}",0.7579,POSITIVE
10947,please support our new channel where we call out the community for being silent thank you,"{'neg': 0.0, 'neu': 0.646, 'pos': 0.354, 'compound': 0.8038}",0.8038,POSITIVE
10948,why is so low i hate the community so much,"{'neg': 0.401, 'neu': 0.599, 'pos': 0.0, 'compound': -0.7721}",-0.7721,NEGATIVE
10949,s account is temporarily unavailable because it the twitter media policy learn more,"{'neg': 0.202, 'neu': 0.798, 'pos': 0.0, 'compound': -0.5106}",-0.5106,NEGATIVE
10950,out of context i am with the,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10951,people who think is plus phobic are the links in society,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5106}",-0.5106,NEGATIVE
10952,so the first 4 tell a story of the narrator losing his mind all since are about him being a art think he is an icon but he is actually just saying are deranged true,"{'neg': 0.04, 'neu': 0.876, 'pos': 0.083, 'compound': 0.4404}",0.4404,POSITIVE
10953,while i do disagree with your support of i appreciate that you are open to talking about this honestly at the end of the day you and i want what is best for our the community,"{'neg': 0.053, 'neu': 0.653, 'pos': 0.294, 'compound': 0.8957}",0.8957,POSITIVE
10954,- we would not have been able to tell you they were the same person if they would not said anything we had no idea this was a post-transition set of we thought it was an ad for something else just wow,"{'neg': 0.049, 'neu': 0.861, 'pos': 0.09, 'compound': 0.4389}",0.4389,POSITIVE
10955,imagine getting mad and wanting to throw people under the bus for something that never you are honestly pitiful no person ever said anything bad to beast about his new video the is literally getting mad over that never,"{'neg': 0.366, 'neu': 0.634, 'pos': 0.0, 'compound': -0.9656}",-0.9656,NEGATIVE
10956,not to mention that i have never found a boy attractive at all i just thought they were pretty but i was kind of of i was because my most of them were always making about the plus community and my are lol💀,"{'neg': 0.057, 'neu': 0.721, 'pos': 0.222, 'compound': 0.8336}",0.8336,POSITIVE
10957,murder and all share a vision across the atlantic ocean and 485 time and space are crying out is calling,"{'neg': 0.244, 'neu': 0.625, 'pos': 0.131, 'compound': -0.6808}",-0.6808,NEGATIVE
10958,commonwealth anti-lgbt at opening ceremony,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2263}",-0.2263,NEGATIVE
10959,apparently you have to agree with the dogma otherwise you will get the police knowingly turned away from the over of being racist they are wholly political the pressure cooker to build,"{'neg': 0.23, 'neu': 0.717, 'pos': 0.053, 'compound': -0.8126}",-0.8126,NEGATIVE
10960,a horrible bigoted hateful religion,"{'neg': 0.691, 'neu': 0.309, 'pos': 0.0, 'compound': -0.7717}",-0.7717,NEGATIVE
10961,no it is literally people with made up and from that make the community and the look ridiculous and it and ammunition to use against all of us use some common sense,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.743}",-0.743,NEGATIVE
10962,hidden,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10963,if he added 71 other he would go broke and how and he is if he as part of the community and as both color and donated to people from another country he only boy and girl are you,"{'neg': 0.119, 'neu': 0.737, 'pos': 0.144, 'compound': 0.1197}",0.1197,POSITIVE
10964,imagine not understanding that fear men black people and all fear and people fear people all the time i mean it is pretty basic,"{'neg': 0.325, 'neu': 0.596, 'pos': 0.079, 'compound': -0.872}",-0.872,NEGATIVE
10965,i am a disappointed a show that was supposed to be female led had good rep for and good rep was though,"{'neg': 0.097, 'neu': 0.721, 'pos': 0.182, 'compound': 0.4019}",0.4019,POSITIVE
10966,considering your on the community steven universe is not the show for you,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4215}",0.4215,POSITIVE
10967,the is so insane like i guarantee if were freely available the concern would be that it away from people who are at higher risk,"{'neg': 0.142, 'neu': 0.662, 'pos': 0.196, 'compound': 0.2702}",0.2702,POSITIVE
10968,no one to live in a colonial crap state- so and other anti- woman anti are going to bleed other professionals- anyone affected- no one to live with that with low pay fascism cresting over their,"{'neg': 0.295, 'neu': 0.705, 'pos': 0.0, 'compound': -0.9136}",-0.9136,NEGATIVE
10969,is not being and certainly not bay people hell is literally bisexual and is asexual,"{'neg': 0.186, 'neu': 0.647, 'pos': 0.167, 'compound': -0.3527}",-0.3527,NEGATIVE
10970,don was the community and jo jo said something it is more about the reception then what they did 😂,"{'neg': 0.066, 'neu': 0.801, 'pos': 0.132, 'compound': 0.4404}",0.4404,POSITIVE
10971,to the community that i will in fact do this if i ever branch out into film,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10972,community,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10973,- i appreciate you you have shown more compassion than the vast majority of and i thank you for your kindness i particularly appreciate this because even you will get a lot of criticism for showing compassion to people you did it anyway,"{'neg': 0.051, 'neu': 0.638, 'pos': 0.31, 'compound': 0.9272}",0.9272,POSITIVE
10974,people are real,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10975,i know lost ran from 2004-2010 so more prominent in media was not as widely accepted yet as it is now but i can not believe they only ever had one single gay man who in season 3 💀,"{'neg': 0.142, 'neu': 0.782, 'pos': 0.076, 'compound': -0.6205}",-0.6205,NEGATIVE
10976,2 of no sex in the community to slow the spread it is science if we can make and illegal to patron we can ban sex for a little while,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.8555}",-0.8555,NEGATIVE
10977,um 🤔,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10978,not statistics or merely please just read the first few like san is one of the and most prominent in the united speak to the than average gay population in do not be obtuse,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.8479}",0.8479,POSITIVE
10979,like it is the autism of the world 😆,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.6124}",0.6124,POSITIVE
10980,if you want to think of me as a for saying not to discriminate against people then go ahead just my point that you are a person,"{'neg': 0.214, 'neu': 0.75, 'pos': 0.036, 'compound': -0.8126}",-0.8126,NEGATIVE
10981,people are not dying from religious bigotry in not at a scale where a conversation regarding will have any measurable impact,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10982,thought this said you were coming out to the like girl what member are you,"{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.3612}",0.3612,POSITIVE
10983,i need happy and wholesome media again when is time to twice coming back 😭😖,"{'neg': 0.125, 'neu': 0.726, 'pos': 0.149, 'compound': 0.1531}",0.1531,POSITIVE
10984,a great gift for everyone who grab a copy of the unicorn the mystery now available where are sold,"{'neg': 0.0, 'neu': 0.64, 'pos': 0.36, 'compound': 0.8934}",0.8934,POSITIVE
10985,is so friendly when they step outside la or anywhere near skid row suddenly they do not feel safe,"{'neg': 0.097, 'neu': 0.764, 'pos': 0.14, 'compound': 0.2668}",0.2668,POSITIVE
10986,more to come but definitely happy about this timing - and him,"{'neg': 0.0, 'neu': 0.559, 'pos': 0.441, 'compound': 0.8879}",0.8879,POSITIVE
10987,the community is me for not liking portal 2,"{'neg': 0.369, 'neu': 0.631, 'pos': 0.0, 'compound': -0.6437}",-0.6437,NEGATIVE
10988,very is happening to me,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10989,you all r wrong its not its who is going to have the hair,"{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.5255}",-0.5255,NEGATIVE
10990,that is not the sun it is the portal to the alternate dimension where actually respect him him as their token person,"{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4767}",0.4767,POSITIVE
10991,do you think my and are in your political my life and the of plus are not something you can just toy with and hold hostage so you can win your political battles🖕,"{'neg': 0.053, 'neu': 0.819, 'pos': 0.128, 'compound': 0.5667}",0.5667,POSITIVE
10992,get my,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
10993,to the act of penetration the intercourse however many are fighting against this definition as it is,"{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.3612}",-0.3612,NEGATIVE
10994,i swear this pride thing is getting out of hand like like it out as then they added the plus like at this point add the whole alphabet i swear you all ’ s head ass😂😂,"{'neg': 0.227, 'neu': 0.487, 'pos': 0.285, 'compound': 0.7391}",0.7391,POSITIVE
10995,russia propaganda not community itself huge difference,"{'neg': 0.417, 'neu': 0.583, 'pos': 0.0, 'compound': -0.6124}",-0.6124,NEGATIVE
10996,stop it you are too close to the truth and do not like the truth i think and naid worked on cure about 30 ago what if the vaccine some of that in it and we found out only because of these human in the community,"{'neg': 0.109, 'neu': 0.851, 'pos': 0.04, 'compound': -0.4537}",-0.4537,NEGATIVE
10997,i will not comply i will not be regulated any further now what you sound like we just want acceptance now it is let us your or your a bigot,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.7003}",0.7003,POSITIVE
10998,attorney general to stop new federal discrimination,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",-0.296,NEGATIVE
10999,gee i wonder what s are on and,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11000,watch diving star carry the queen s baton in support of during the opening ceremony of the 2022 commonwealth in,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.4588}",0.4588,POSITIVE
11001,watch diving star carry the queen s baton in support of during the opening ceremony of the 2022 commonwealth in,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.4588}",0.4588,POSITIVE
11002,in our modern era the have become untouchable it is because of that people who are openly twisting the of are them as a shield to protect themselves this is an ideology that no place in public because we agreed you can not do that,"{'neg': 0.042, 'neu': 0.867, 'pos': 0.091, 'compound': 0.3612}",0.3612,POSITIVE
11003,number to 896 education certification for that really the community hard and definitely is taking away,"{'neg': 0.053, 'neu': 0.722, 'pos': 0.224, 'compound': 0.5423}",0.5423,POSITIVE
11004,and people are not doing that when i say religious i am the actual definition of for their own sexual gratification people are not doing that,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.3818}",0.3818,POSITIVE
11005,to straight was gold trying to be bravo but he is had a awakening with the community of all time,"{'neg': 0.0, 'neu': 0.941, 'pos': 0.059, 'compound': 0.1154}",0.1154,POSITIVE
11006,but large scale by the community of is not happening saying it is like you are is going to lead to people dying because of religious,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.5023}",0.5023,POSITIVE
11007,that is not true especially when the end of gen m is just 20 something and have been in their late teens and early 20s when this was also in older even in this time very few are come out from them,"{'neg': 0.129, 'neu': 0.814, 'pos': 0.057, 'compound': -0.5903}",-0.5903,NEGATIVE
11008,two 1 a person who people 2 a person who prejudice against them you have already flat out admitted that you do not like people and want them against you are,"{'neg': 0.135, 'neu': 0.751, 'pos': 0.115, 'compound': -0.4404}",-0.4404,NEGATIVE
11009,african-american community -,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11010,on the civil of people because a bill to…fight inflation got it,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.4215}",-0.4215,NEGATIVE
11011,dating is dope because they do not get all weird when you act gay around them,"{'neg': 0.0, 'neu': 0.913, 'pos': 0.087, 'compound': 0.1326}",0.1326,POSITIVE
11012,trace series case joseph…now streaming 🎞 🎥 a local drag queen is murder in connection with another murder which the on miller and s investigation subscribe today,"{'neg': 0.295, 'neu': 0.705, 'pos': 0.0, 'compound': -0.9062}",-0.9062,NEGATIVE
11013,considering how popular is you got to come down to quickly 😉,"{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4215}",0.4215,POSITIVE
11014,so he is essentially any place that is a place of nuisance my about that would get me from twitter,"{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.4588}",-0.4588,NEGATIVE
11015,commonwealth anti-lgbt at opening ceremony,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2263}",-0.2263,NEGATIVE
11016,dude he is clearly in love with also the fact that is a little controversial about being anti-lgbt is 🤭,"{'neg': 0.042, 'neu': 0.674, 'pos': 0.284, 'compound': 0.8622}",0.8622,POSITIVE
11017,rate my dress 👗 1-5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11018,it should be true but is not the black mob feminism and all have been by the and they use this to promote their hate each other to promote all the leftist agenda and make the world the worst place to stay at,"{'neg': 0.171, 'neu': 0.689, 'pos': 0.139, 'compound': -0.6124}",-0.6124,NEGATIVE
11019,culture in the -,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11020,yeah people usually care more about that directly affect them or are you going to tell me you care deeply about the of homelessness among youth because of people like yourself,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.8779}",0.8779,POSITIVE
11021,it does not matter what you call the is still going to use it to demonize people no matter what,"{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.0382}",-0.0382,NEGATIVE
11022,are very helpful to black people and this is why both of those do worse under,"{'neg': 0.128, 'neu': 0.744, 'pos': 0.128, 'compound': -0.0018}",-0.0018,NEGATIVE
11023,one nation under domination,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.0516}",-0.0516,NEGATIVE
11024,definition of being loud and wrong… is not you are mother a conservative pro life anti go worry about that,"{'neg': 0.244, 'neu': 0.756, 'pos': 0.0, 'compound': -0.6696}",-0.6696,NEGATIVE
11025,perhaps the community should volunteer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
11026,[ am ] i am and i am deeply worried about our next likely prime minister the independent yes to the natural family no to yes to sexual identity no to gender ideology meet s rising political star,"{'neg': 0.14, 'neu': 0.689, 'pos': 0.172, 'compound': 0.38}",0.38,POSITIVE
